station_id,station_name,lat,lon,pm25,pm10,no2,so2,co,o3,pollution_index,cluster,pollutants_available
10486,"Mundka, Delhi - DPCC",28.684678,77.076574,28.68092105263158,110.39752577319588,63.4558120362737,8.259190031152649,0.904991744634012,5.671065778517901,0.3030166243232772,-1,6
10488,"Najafgarh, Delhi - DPCC",28.570173,76.933762,24.914704575744114,72.43625055530875,13.577818181818182,19.123907103825136,0.43647943831494485,14.264969758064517,0.22807892969866914,-1,6
10820,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,37.75205763397371,88.84432760364004,29.95052738336714,3.0082448153768335,1.0096762771876582,16.76684126984127,0.25424227677576955,-1,6
10825,"Sector-51, Gurugram - HSPCB",28.4227,77.0667,59.27742234585072,115.49200743494423,31.092585480093675,7.218873831775701,0.606730143985137,26.82162488393686,0.3526165591465107,8,6
10831,"Rohini, Delhi - DPCC",28.732528,77.11992,49.92756441419543,124.27837573385519,6.403488372093023,6.38899545683998,0.91876629889669,11.743798828125,0.2639625382262723,4,6
10900,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,62.793966652040375,109.89291355857833,37.54688195991091,9.750875056382498,0.4299912087912088,17.535026362038664,0.3393341318155166,9,6
10919,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,27.468663594470048,71.48868360277136,28.707649513212797,7.128491620111732,0.8376942107867392,26.550845070422536,0.2588788757951304,-1,6
10921,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,31.702462406015037,77.99281132075473,11.775462700661,,1.0752114661654135,22.081937911571025,0.2504596162817239,9,5
11603,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,42.62701279157261,105.74152610441767,15.624981074943223,8.275187969924811,1.7868143621084798,26.534397270659593,0.36366468255704065,0,6
2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,4.054017857142857,,,,,,0.0,0,1
4663956,"Santushti Apartments, Vasant Kunj",28.5266,77.1493,36.60098314606742,,,,,,0.39251784172643545,0,1
4712609,Air Check,28.623056,77.234167,46.83717774762551,,,,,,0.5159668016164877,0,1
6105800,"Sector 1, Noida extension",28.583491,77.431714,49.775306957708054,,,,,,0.5514007699148299,-1,1
6125489,"Uptitude Cloud Pvt Ltd - Sector 62, GGN",28.40240847053802,77.08477464826682,41.520297699594046,,,,,,0.45184499294261316,8,1
6145551,Anand Lok,28.5587,77.21886,34.1510148849797,,,,,,0.3629711160761745,0,1
6148686,"IIT Delhi, Delhi - IITM",28.54246,77.191651,31.480045977011496,126.07364738805971,18.52201030927835,,0.7123532131299122,21.418111627906978,0.2851301341462607,0,5
6254594,"Talkatora Garden, Delhi - DPCC",28.62181,77.1944633,33.61657882780554,69.45638482632542,18.166426618049226,0.8684904661016949,0.9923701002734732,11.61542388331814,0.1777833617830328,0,6
6254663,"JNU, Delhi - DPCC",28.540721,77.168544,31.598825112107626,70.34439353099731,17.27863594470046,2.244014989293362,0.776209090909091,10.237241379310344,0.16209601088272138,0,6
6254664,"NSUT Jaffarpur, Delhi - DPCC",28.594004,76.909423,34.437902416780666,69.64800273597811,13.072024736601007,2.0402708192281653,0.8797801191021529,23.067375776397515,0.20615279003547016,-1,6
6254665,"Commonwealth Sports Complex, Delhi - DPCC",28.615828,77.271992,37.335620777027025,79.54828124999999,18.750936952714536,4.6361094611794655,1.051723259762309,27.347356809503605,0.2703235853767478,5,6
6254666,"IGNOU_Maidan Garhi, Delhi - DPCC",28.493624,77.201159,12.256197802197802,70.3456967032967,6.669643956043957,4.4752835164835165,0.9326549450549451,7.142131438721137,0.11645020002160857,-1,6
6257818,"Cantonment Area, Delhi - DPCC",28.594169,77.1251,12.870659100829332,65.89696641386783,8.096364033173288,2.1109786476868324,1.528223162347964,4.338123107971746,0.1328629631328576,-1,6
6299494,"Prashant Garden, Khora - UPPCB",28.61119,77.34206,58.5839231824417,91.39100594421582,17.810543627227045,2.6777671541057364,1.2095479452054794,7.89028832951945,0.2589464911102873,3,6
6299678,"Ved Vihar-Loni, Ghaziabad - UPPCB",28.739153,77.273668,40.65132429198245,81.30251296370163,24.399807849550285,4.998610778443114,2.805515587529976,15.107378097521984,0.36530137328487505,6,6
6311324,"Govindpuram, Ghaziabad - UPPCB",28.694528,77.494705,22.97653864618339,45.24536503362152,28.773986693961106,2.2104619826756498,0.7366890917827967,12.58854256854257,0.14823627007494508,-1,6
