cluster,avg_pm25,avg_wind_speed,estimated_source_direction_deg,estimated_source_direction_compass
8,54.74616712707182,2.121678438836326,242.61758460202725,WSW
2,49.75848522941546,2.0896061730672533,160.98391163353597,SSE
7,48.71498095641134,2.0946444971096065,175.11136409462586,S
6,37.78683024431339,2.0858451616301603,167.3316711104353,SSE
1,31.392727272727274,2.0862621132967916,155.92923266368575,SSE
